55279	220101
55294	220101
55299	220101
55472	220101
55493	220101
55569	220102
55572	220102
55578	220102
55585	220102
55589	220102
55591	220103
55593	220103
55597	220103
55598	220103
55664	220103
55680	220104
55681	220104
55696	220104
55773	220104
56038	220104
56079	220105
56097	220105
56106	220105
56109	220105
56116	220105
56128	220106
56137	220106
56144	220106
56146	220106
56147	220106
56152	220107
56158	220107
56164	220107
56167	220107
56168	220107
56171	220108
56172	220108
56173	220108
56178	220108
56181	220108
56182	220109
56183	220109
56185	220109
56186	220109
56187	220109
56188	220110
56189	220110
56190	220110
56193	220110
56194	220110
56195	220111
56196	220111
56197	220111
56198	220111
56199	220111
56202	220112
56223	220112
56228	220112
56247	220112
56251	220112
56257	220113
56263	220113
56267	220113
56272	220113
56276	220113
56279	220114
56280	220114
56281	220114
56284	220114
56285	220114
56286	220115
56287	220115
56288	220115
56289	220115
56290	220115
56291	220116
56295	220116
56296	220116
56297	220116
56298	220116
56307	220117
56312	220117
56331	220117
56342	220117
56357	220117
56371	220118
56373	220118
56374	220118
56376	220118
56378	220118
56380	220119
56381	220119
56382	220119
56383	220119
56384	220119
56385	220120
56386	220120
56389	220120
56390	220120
56391	220120
56393	220121
56394	220121
56395	220121
56396	220121
56399	220121
56441	220122
56443	220122
56459	220122
56462	220122
56473	220122
56474	220123
56475	220123
56478	220123
56479	220123
56483	220123
56487	220124
56489	220124
56491	220124
56492	220124
56493	220124
56494	220125
56497	220125
56543	220125
56565	220125
56567	220125
56569	220126
56571	220126
56575	220126
56578	220126
56580	220126
56582	220127
56584	220127
56585	220127
56586	220127
56592	220127
56594	220128
56595	220128
56598	220128
56643	220128
56645	220128
56646	220129
56649	220129
56651	220129
56652	220129
56654	220129
56664	220130
56665	220130
56666	220130
56669	220130
56670	220130
56671	220131
56673	220131
56674	220131
56675	220131
56684	220131
56688	220201
56691	220201
56693	220201
56697	220201
56739	220201
56742	220202
56745	220202
56746	220202
56748	220202
56751	220202
56752	220203
56755	220203
56756	220203
56757	220203
56761	220203
56763	220204
56764	220204
56766	220204
56767	220204
56768	220204
56772	220205
56774	220205
56775	220205
56777	220205
56778	220205
56781	220206
56782	220206
56783	220206
56785	220206
56786	220206
56788	220207
56790	220207
56792	220207
56793	220207
56835	220207
56836	220208
56838	220208
56839	220208
56840	220208
56841	220208
56842	220209
56843	220209
56844	220209
56846	220209
56849	220209
56851	220210
56854	220210
56856	220210
56862	220210
56863	220210
56867	220211
56869	220211
56870	220211
56871	220211
56872	220211
56873	220212
56875	220212
56876	220212
56878	220212
56879	220212
56880	220213
56881	220213
56882	220213
56883	220213
56885	220213
56886	220214
56889	220214
56891	220214
56898	220214
56944	220214
56946	220215
56948	220215
56949	220215
56950	220215
56951	220215
56952	220216
56954	220216
56958	220216
56959	220216
56961	220216
56962	220217
56964	220217
56966	220217
56969	220217
56970	220217
56973	220218
56975	220218
56977	220218
56978	220218
56982	220218
56984	220219
56985	220219
56986	220219
56987	220219
56991	220219
56992	220220
56994	220220
57204	220220
57206	220220
57208	220220
57216	220221
57217	220221
57237	220221
57303	220221
57304	220221
57306	220222
57307	220222
57308	220222
57309	220222
57313	220222
57314	220223
57315	220223
57317	220223
57320	220223
57324	220223
57333	220224
57401	220224
57402	220224
57405	220224
57407	220224
57408	220225
57411	220225
57502	220225
57503	220225
57505	220225
57507	220226
57800	220226
57805	220226
57806	220226
57807	220226
57808	220227
57809	220227
57814	220227
57818	220227
57900	220227
57902	220228
57903	220228
57905	220228
57906	220228
57907	220228
